Actor_label,Country_label,Kpi_label_corporate,Fact_date,Kpi_value,,,
WatchTV,USA,SVOD subscribers,2021-03-31,117327,,,
WatchTV,USA,SVOD subscribers,2021-06-30,105594,,,
WatchTV,USA,SVOD subscribers,2021-09-30,95035,,,
VRV,USA,SVOD subscribers,2021-03-31,470253,,,
VRV,USA,SVOD subscribers,2021-06-30,474956,,,
VRV,USA,SVOD subscribers,2021-09-30,479706,,,
VRV,USA,SVOD subscribers,2021-12-31,484503,,,
VRV,USA,SVOD subscribers,2022-03-31,489348,,,
VRV,USA,SVOD subscribers,2022-06-30,494241,,,
VRV,USA,SVOD subscribers,2022-09-30,499183,,,
VRV,USA,SVOD subscribers,2022-12-31,504175,,,
Bleacher Report Live,USA,SVOD subscribers,2021-03-31,65950,,,
Bleacher Report Live,USA,SVOD subscribers,2021-06-30,67269,,,
Bleacher Report Live,USA,SVOD subscribers,2021-09-30,68614,,,
Mubi,USA,SVOD subscribers,2022-03-31,49462,,,
Mubi,USA,SVOD subscribers,2022-06-30,51688,,,
Mubi,USA,SVOD subscribers,2022-09-30,54014,,,
Mubi,USA,SVOD subscribers,2022-12-31,56445,,,
Mubi,USA,SVOD subscribers,2021-03-31,41477,,,
Mubi,USA,SVOD subscribers,2021-06-30,43344,,,
Mubi,USA,SVOD subscribers,2021-09-30,45294,,,
Mubi,USA,SVOD subscribers,2021-12-31,47332,,,
Crunchyroll,USA,SVOD subscribers,2022-03-31,3390030,,,
Crunchyroll,USA,SVOD subscribers,2022-06-30,4271900,,,
Crunchyroll,USA,SVOD subscribers,2022-09-30,5063956,,,
Crunchyroll,USA,SVOD subscribers,2022-12-31,5804523,,,
Crunchyroll,USA,SVOD subscribers,2021-03-31,2246463,,,
Crunchyroll,USA,SVOD subscribers,2021-06-30,2612997,,,
Crunchyroll,USA,SVOD subscribers,2021-09-30,2836583,,,
Crunchyroll,USA,SVOD subscribers,2021-12-31,3161471,,,
CuriosityStream,USA,SVOD subscribers,2022-03-31,772857,,,
CuriosityStream,USA,SVOD subscribers,2022-06-30,788314,,,
CuriosityStream,USA,SVOD subscribers,2022-09-30,804080,,,
CuriosityStream,USA,SVOD subscribers,2022-12-31,820162,,,
CuriosityStream,USA,SVOD subscribers,2021-03-31,714000,,,
CuriosityStream,USA,SVOD subscribers,2021-06-30,728280,,,
CuriosityStream,USA,SVOD subscribers,2021-09-30,742846,,,
CuriosityStream,USA,SVOD subscribers,2021-12-31,757703,,,
Dazn,USA,SVOD subscribers,2022-03-31,973903,,,
Dazn,USA,SVOD subscribers,2022-06-30,1071293,,,
Dazn,USA,SVOD subscribers,2022-09-30,1178422,,,
Dazn,USA,SVOD subscribers,2022-12-31,1296265,,,
Dazn,USA,SVOD subscribers,2021-03-31,834300,,,
Dazn,USA,SVOD subscribers,2021-06-30,850986,,,
Dazn,USA,SVOD subscribers,2021-09-30,868006,,,
Dazn,USA,SVOD subscribers,2021-12-31,885366,,,
Eros Now,USA,SVOD subscribers,2022-03-31,102266,,,
Eros Now,USA,SVOD subscribers,2022-06-30,109935,,,
Eros Now,USA,SVOD subscribers,2022-09-30,118181,,,
Eros Now,USA,SVOD subscribers,2022-12-31,127044,,,
Eros Now,USA,SVOD subscribers,2021-03-31,76577,,,
Eros Now,USA,SVOD subscribers,2021-06-30,82320,,,
Eros Now,USA,SVOD subscribers,2021-09-30,88494,,,
Eros Now,USA,SVOD subscribers,2021-12-31,95131,,,
MLB.TV,USA,SVOD subscribers,2021-03-31,3309534,,,
MLB.TV,USA,SVOD subscribers,2021-06-30,3640487,,,
MLB.TV,USA,SVOD subscribers,2021-09-30,3822511,,,
MLB.TV,USA,SVOD subscribers,2021-12-31,3631386,,,
MLB.TV,USA,SVOD subscribers,2022-03-31,3449816,,,
MLB.TV,USA,SVOD subscribers,2022-06-30,3725802,,,
MLB.TV,USA,SVOD subscribers,2022-09-30,4023866,,,
MLB.TV,USA,SVOD subscribers,2022-12-31,4345775,,,
NBA League Pass,USA,SVOD subscribers,2022-03-31,4578284,,,
NBA League Pass,USA,SVOD subscribers,2022-06-30,4807198,,,
NBA League Pass,USA,SVOD subscribers,2022-09-30,4662982,,,
NBA League Pass,USA,SVOD subscribers,2022-12-31,5036020,,,
NBA League Pass,USA,SVOD subscribers,2021-03-31,3886328,,,
NBA League Pass,USA,SVOD subscribers,2021-06-30,4325665,,,
NBA League Pass,USA,SVOD subscribers,2021-09-30,3893098,,,
NBA League Pass,USA,SVOD subscribers,2021-12-31,4360270,,,
Netflix,USA,SVOD subscribers,2021-09-30,66682467,,,
Netflix,USA,SVOD subscribers,2021-12-31,67823203,,,
Netflix,USA,SVOD subscribers,2022-03-31,67216065,,,
Netflix,USA,SVOD subscribers,2022-06-30,66114129,,,
Netflix,USA,SVOD subscribers,2022-09-30,66207955,,,
Netflix,USA,SVOD subscribers,2022-12-31,67028032,,,
Netflix,USA,SVOD subscribers,2021-03-31,67006763,,,
Netflix,USA,SVOD subscribers,2021-06-30,66616707,,,
NHL.TV,USA,SVOD subscribers,2021-03-31,596357,,,
NHL.TV,USA,SVOD subscribers,2021-06-30,602321,,,
Spuul,USA,SVOD subscribers,2021-03-31,35752,,,
Viki,USA,SVOD subscribers,2021-03-31,126963,,,
Viki,USA,SVOD subscribers,2021-06-30,133311,,,
Viki,USA,SVOD subscribers,2021-09-30,139977,,,
Viki,USA,SVOD subscribers,2021-12-31,146976,,,
Viki,USA,SVOD subscribers,2022-03-31,154325,,,
Viki,USA,SVOD subscribers,2022-06-30,162041,,,
Viki,USA,SVOD subscribers,2022-09-30,170143,,,
Viki,USA,SVOD subscribers,2022-12-31,178650,,,
WWE Network,USA,SVOD subscribers,2021-03-31,1175425,,,
Amazon Prime Video,USA,SVOD subscribers,2022-03-31,94510824,,,
Amazon Prime Video,USA,SVOD subscribers,2022-06-30,96873595,,,
Amazon Prime Video,USA,SVOD subscribers,2022-09-30,97842331,,,
Amazon Prime Video,USA,SVOD subscribers,2022-12-31,98820754,,,
Amazon Prime Video,USA,SVOD subscribers,2021-03-31,90037500,,,
Amazon Prime Video,USA,SVOD subscribers,2021-06-30,90937875,,,
Amazon Prime Video,USA,SVOD subscribers,2021-09-30,89119118,,,
Amazon Prime Video,USA,SVOD subscribers,2021-12-31,93575073,,,
UFC Fight Pass,USA,SVOD subscribers,2021-03-31,556580,,,
UFC Fight Pass,USA,SVOD subscribers,2021-06-30,564928,,,
UFC Fight Pass,USA,SVOD subscribers,2021-09-30,573402,,,
UFC Fight Pass,USA,SVOD subscribers,2021-12-31,582003,,,
UFC Fight Pass,USA,SVOD subscribers,2022-03-31,590733,,,
UFC Fight Pass,USA,SVOD subscribers,2022-06-30,599594,,,
UFC Fight Pass,USA,SVOD subscribers,2022-09-30,608588,,,
UFC Fight Pass,USA,SVOD subscribers,2022-12-31,617717,,,
Paramount+,USA,SVOD subscribers,2021-03-31,14194526,,,
Paramount+,USA,SVOD subscribers,2021-06-30,19719526,,,
Paramount+,USA,SVOD subscribers,2021-09-30,23374526,,,
Paramount+,USA,SVOD subscribers,2021-12-31,31364526,,,
Paramount+,USA,SVOD subscribers,2022-03-31,35774526,,,
Paramount+,USA,SVOD subscribers,2022-06-30,38469526,,,
Paramount+,USA,SVOD subscribers,2022-09-30,40999526,,,
Paramount+,USA,SVOD subscribers,2022-12-31,46345526,,,
Sun NXT,USA,SVOD subscribers,2021-03-31,10370,,,
Sun NXT,USA,SVOD subscribers,2021-06-30,11403,,,
Sun NXT,USA,SVOD subscribers,2021-09-30,12540,,,
Sun NXT,USA,SVOD subscribers,2021-12-31,13790,,,
Sun NXT,USA,SVOD subscribers,2022-03-31,15170,,,
Sun NXT,USA,SVOD subscribers,2022-06-30,16690,,,
Sun NXT,USA,SVOD subscribers,2022-09-30,18360,,,
Sun NXT,USA,SVOD subscribers,2022-12-31,20190,,,
Hoichoi,USA,SVOD subscribers,2021-03-31,7395,,,
Hoichoi,USA,SVOD subscribers,2021-06-30,8140,,,
Hoichoi,USA,SVOD subscribers,2021-09-30,8960,,,
Hoichoi,USA,SVOD subscribers,2021-12-31,9850,,,
Hoichoi,USA,SVOD subscribers,2022-03-31,10840,,,
Hoichoi,USA,SVOD subscribers,2022-06-30,11920,,,
Hoichoi,USA,SVOD subscribers,2022-09-30,13110,,,
Hoichoi,USA,SVOD subscribers,2022-12-31,14420,,,
Apple TV+,USA,SVOD subscribers,2022-03-31,22079086,,,
Apple TV+,USA,SVOD subscribers,2022-06-30,24507786,,,
Apple TV+,USA,SVOD subscribers,2022-09-30,26345869,,,
Apple TV+,USA,SVOD subscribers,2022-12-31,28321810,,,
Apple TV+,USA,SVOD subscribers,2021-03-31,18909651,,,
Apple TV+,USA,SVOD subscribers,2021-06-30,21273358,,,
Apple TV+,USA,SVOD subscribers,2021-09-30,24464361,,,
Apple TV+,USA,SVOD subscribers,2021-12-31,23241143,,,
Disney+,USA,SVOD subscribers,2022-03-31,39960000,,,
Disney+,USA,SVOD subscribers,2022-06-30,40050000,,,
Disney+,USA,SVOD subscribers,2022-09-30,41760000,,,
Disney+,USA,SVOD subscribers,2022-12-31,41940000,,,
Disney+,USA,SVOD subscribers,2021-03-31,33570000,,,
Disney+,USA,SVOD subscribers,2021-06-30,34110000,,,
Disney+,USA,SVOD subscribers,2021-09-30,34920000,,,
Disney+,USA,SVOD subscribers,2021-12-31,38610000,,,
Kinetic TV,USA,SVOD subscribers,2021-03-31,106932,,,
Kinetic TV,USA,SVOD subscribers,2021-06-30,128319,,,
Kinetic TV,USA,SVOD subscribers,2021-09-30,147567,,,
Kinetic TV,USA,SVOD subscribers,2021-12-31,169702,,,
Kinetic TV,USA,SVOD subscribers,2022-03-31,195157,,,
Wow! TV+,USA,SVOD subscribers,2021-03-31,45214,,,
Wow! TV+,USA,SVOD subscribers,2021-06-30,76221,,,
Wow! TV+,USA,SVOD subscribers,2021-09-30,57821,,,
Wow! TV+,USA,SVOD subscribers,2021-12-31,63603,,,
Wow! TV+,USA,SVOD subscribers,2022-03-31,69964,,,
Wow! TV+,USA,SVOD subscribers,2022-06-30,76960,,,
Wow! TV+,USA,SVOD subscribers,2022-09-30,84656,,,
Wow! TV+,USA,SVOD subscribers,2022-12-31,93122,,,
MHz Choice,USA,SVOD subscribers,2021-03-31,156263,,,
MHz Choice,USA,SVOD subscribers,2021-06-30,171889,,,
MHz Choice,USA,SVOD subscribers,2021-09-30,189078,,,
MHz Choice,USA,SVOD subscribers,2021-12-31,198532,,,
MHz Choice,USA,SVOD subscribers,2022-03-31,208459,,,
MHz Choice,USA,SVOD subscribers,2022-06-30,218881,,,
MHz Choice,USA,SVOD subscribers,2022-09-30,229826,,,
MHz Choice,USA,SVOD subscribers,2022-12-31,241317,,,
Dove Channel,USA,SVOD subscribers,2021-03-31,55869,,,
Dove Channel,USA,SVOD subscribers,2021-06-30,200152,,,
Dove Channel,USA,SVOD subscribers,2021-09-30,344435,,,
Dove Channel,USA,SVOD subscribers,2021-12-31,488717,,,
Dove Channel,USA,SVOD subscribers,2022-03-31,633000,,,
Dove Channel,USA,SVOD subscribers,2022-06-30,639330,,,
Dove Channel,USA,SVOD subscribers,2022-09-30,645723,,,
Dove Channel,USA,SVOD subscribers,2022-12-31,652181,,,
HooplaKidz Plus,USA,SVOD subscribers,2021-03-31,15600,,,
HooplaKidz Plus,USA,SVOD subscribers,2021-06-30,15756,,,
HooplaKidz Plus,USA,SVOD subscribers,2021-09-30,15913,,,
HooplaKidz Plus,USA,SVOD subscribers,2021-12-31,16072,,,
HooplaKidz Plus,USA,SVOD subscribers,2022-03-31,16233,,,
HooplaKidz Plus,USA,SVOD subscribers,2022-06-30,16395,,,
HooplaKidz Plus,USA,SVOD subscribers,2022-09-30,16559,,,
HooplaKidz Plus,USA,SVOD subscribers,2022-12-31,16725,,,
BET+,USA,SVOD subscribers,2021-03-31,882331,,,
BET+,USA,SVOD subscribers,2021-06-30,1014174,,,
BET+,USA,SVOD subscribers,2021-09-30,1165717,,,
BET+,USA,SVOD subscribers,2021-12-31,1339905,,,
BET+,USA,SVOD subscribers,2022-03-31,1540121,,,
BET+,USA,SVOD subscribers,2022-06-30,1770254,,,
BET+,USA,SVOD subscribers,2022-09-30,2034774,,,
BET+,USA,SVOD subscribers,2022-12-31,2338821,,,
Brown Sugar,USA,SVOD subscribers,2022-03-31,6717,,,
Brown Sugar,USA,SVOD subscribers,2022-06-30,7282,,,
Brown Sugar,USA,SVOD subscribers,2022-09-30,7565,,,
Brown Sugar,USA,SVOD subscribers,2022-12-31,8343,,,
Brown Sugar,USA,SVOD subscribers,2021-03-31,4871,,,
Brown Sugar,USA,SVOD subscribers,2021-06-30,5041,,,
Brown Sugar,USA,SVOD subscribers,2021-09-30,5218,,,
Brown Sugar,USA,SVOD subscribers,2021-12-31,6363,,,
Lifetime Movie Club,USA,SVOD subscribers,2021-03-31,246000,,,
Lifetime Movie Club,USA,SVOD subscribers,2021-06-30,238620,,,
Lifetime Movie Club,USA,SVOD subscribers,2021-09-30,255840,,,
Lifetime Movie Club,USA,SVOD subscribers,2021-12-31,270600,,,
Lifetime Movie Club,USA,SVOD subscribers,2022-03-31,282900,,,
Lifetime Movie Club,USA,SVOD subscribers,2022-06-30,300120,,,
Lifetime Movie Club,USA,SVOD subscribers,2022-09-30,302580,,,
Lifetime Movie Club,USA,SVOD subscribers,2022-12-31,285360,,,
Hi-YAH,USA,SVOD subscribers,2021-03-31,20580,,,
Hi-YAH,USA,SVOD subscribers,2021-06-30,20990,,,
Hi-YAH,USA,SVOD subscribers,2021-09-30,21410,,,
Hi-YAH,USA,SVOD subscribers,2021-12-31,21840,,,
Hi-YAH,USA,SVOD subscribers,2022-03-31,22270,,,
Hi-YAH,USA,SVOD subscribers,2022-06-30,22720,,,
Hi-YAH,USA,SVOD subscribers,2022-09-30,23170,,,
Hi-YAH,USA,SVOD subscribers,2022-12-31,23640,,,
MyOutdoorTV,USA,SVOD subscribers,2021-03-31,11010,,,
MyOutdoorTV,USA,SVOD subscribers,2021-06-30,11230,,,
MyOutdoorTV,USA,SVOD subscribers,2021-09-30,11460,,,
MyOutdoorTV,USA,SVOD subscribers,2021-12-31,11690,,,
MyOutdoorTV,USA,SVOD subscribers,2022-03-31,12860,,,
MyOutdoorTV,USA,SVOD subscribers,2022-06-30,14140,,,
MyOutdoorTV,USA,SVOD subscribers,2022-09-30,15560,,,
MyOutdoorTV,USA,SVOD subscribers,2022-12-31,17110,,,
OUTtv,USA,SVOD subscribers,2021-03-31,1935,,,
OUTtv,USA,SVOD subscribers,2021-06-30,1983,,,
OUTtv,USA,SVOD subscribers,2021-09-30,2033,,,
OUTtv,USA,SVOD subscribers,2021-12-31,2083,,,
OUTtv,USA,SVOD subscribers,2022-03-31,2136,,,
OUTtv,USA,SVOD subscribers,2022-06-30,2189,,,
OUTtv,USA,SVOD subscribers,2022-09-30,2244,,,
OUTtv,USA,SVOD subscribers,2022-12-31,2300,,,
Dekkoo,USA,SVOD subscribers,2021-06-30,3370,,,
Dekkoo,USA,SVOD subscribers,2021-09-30,3460,,,
Dekkoo,USA,SVOD subscribers,2021-12-31,3550,,,
Dekkoo,USA,SVOD subscribers,2022-03-31,3630,,,
Dekkoo,USA,SVOD subscribers,2022-06-30,3720,,,
Dekkoo,USA,SVOD subscribers,2022-09-30,3820,,,
Dekkoo,USA,SVOD subscribers,2022-12-31,3910,,,
Peacock Premium,USA,SVOD subscribers,2021-03-31,3168000,,,
Peacock Premium,USA,SVOD subscribers,2021-06-30,5295086,,,
Peacock Premium,USA,SVOD subscribers,2021-09-30,7522804,,,
Peacock Premium,USA,SVOD subscribers,2021-12-31,9084592,,,
Peacock Premium,USA,SVOD subscribers,2022-03-31,13164741,,,
Peacock Premium,USA,SVOD subscribers,2022-06-30,13354182,,,
Peacock Premium,USA,SVOD subscribers,2022-09-30,15036447,,,
Peacock Premium,USA,SVOD subscribers,2022-12-31,21000000,,,
HBO Max (2020-2023),USA,SVOD subscribers,2021-03-31,19277200,,,
HBO Max (2020-2023),USA,SVOD subscribers,2021-06-30,22177200,,,
HBO Max (2020-2023),USA,SVOD subscribers,2021-09-30,18289980,,,
HBO Max (2020-2023),USA,SVOD subscribers,2021-12-31,19895980,,,
HBO Max (2020-2023),USA,SVOD subscribers,2022-03-31,21068381,,,
HBO Max (2020-2023),USA,SVOD subscribers,2022-06-30,21279064,,,
HBO Max (2020-2023),USA,SVOD subscribers,2022-09-30,21438657,,,
HBO Max (2020-2023),USA,SVOD subscribers,2022-12-31,21599447,,,
Demand Africa,USA,SVOD subscribers,2021-03-31,7398,,,
Demand Africa,USA,SVOD subscribers,2021-06-30,7842,,,
Demand Africa,USA,SVOD subscribers,2021-09-30,8313,,,
Demand Africa,USA,SVOD subscribers,2021-12-31,8811,,,
Demand Africa,USA,SVOD subscribers,2022-03-31,9340,,,
Demand Africa,USA,SVOD subscribers,2022-06-30,9901,,,
Demand Africa,USA,SVOD subscribers,2022-09-30,10495,,,
Demand Africa,USA,SVOD subscribers,2022-12-31,11124,,,
Izzy Stream Israel,USA,SVOD subscribers,2021-03-31,10920,,,
Izzy Stream Israel,USA,SVOD subscribers,2021-06-30,12012,,,
Izzy Stream Israel,USA,SVOD subscribers,2021-09-30,13213,,,
Izzy Stream Israel,USA,SVOD subscribers,2021-12-31,14535,,,
Izzy Stream Israel,USA,SVOD subscribers,2022-03-31,15988,,,
Izzy Stream Israel,USA,SVOD subscribers,2022-06-30,17587,,,
Izzy Stream Israel,USA,SVOD subscribers,2022-09-30,19345,,,
Izzy Stream Israel,USA,SVOD subscribers,2022-12-31,21280,,,
AMC Plus,USA,SVOD subscribers,2021-09-30,4258800,,,
AMC Plus,USA,SVOD subscribers,2021-12-31,4315500,,,
AMC Plus,USA,SVOD subscribers,2022-03-31,4555250,,,
AMC Plus,USA,SVOD subscribers,2022-06-30,4938850,,,
AMC Plus,USA,SVOD subscribers,2022-09-30,5130650,,,
AMC Plus,USA,SVOD subscribers,2022-12-31,5658100,,,
Discovery+,USA,SVOD subscribers,2021-03-31,5304000,,,
Discovery+,USA,SVOD subscribers,2021-06-30,7629600,,,
Discovery+,USA,SVOD subscribers,2021-09-30,9873600,,,
Discovery+,USA,SVOD subscribers,2021-12-31,11404008,,,
Discovery+,USA,SVOD subscribers,2022-03-31,12129718,,,
Discovery+,USA,SVOD subscribers,2022-06-30,12888707,,,
Discovery+,USA,SVOD subscribers,2022-09-30,13010429,,,
Discovery+,USA,SVOD subscribers,2022-12-31,13264634,,,
BossTV,USA,SVOD subscribers,2021-03-31,25875,,,
BossTV,USA,SVOD subscribers,2021-06-30,32344,,,
BossTV,USA,SVOD subscribers,2021-09-30,29109,,,
BossTV,USA,SVOD subscribers,2021-12-31,20377,,,
FreeCast,USA,SVOD subscribers,2021-03-31,18379,,,
FreeCast,USA,SVOD subscribers,2021-06-30,19757,,,
FreeCast,USA,SVOD subscribers,2021-09-30,21239,,,
FreeCast,USA,SVOD subscribers,2021-12-31,22832,,,
FreeCast,USA,SVOD subscribers,2022-03-31,24545,,,
FreeCast,USA,SVOD subscribers,2022-06-30,26385,,,
FreeCast,USA,SVOD subscribers,2022-09-30,28364,,,
FreeCast,USA,SVOD subscribers,2022-12-31,30492,,,
Qwest TV,USA,SVOD subscribers,2022-03-31,26903,,,
Qwest TV,USA,SVOD subscribers,2022-06-30,30939,,,
Qwest TV,USA,SVOD subscribers,2022-09-30,35579,,,
Qwest TV,USA,SVOD subscribers,2022-12-31,40916,,,
Qwest TV,USA,SVOD subscribers,2021-03-31,15382,,,
Qwest TV,USA,SVOD subscribers,2021-06-30,17689,,,
Qwest TV,USA,SVOD subscribers,2021-09-30,20343,,,
Qwest TV,USA,SVOD subscribers,2021-12-31,23394,,,
Kartina.TV,USA,SVOD subscribers,2021-03-31,31680,,,
Kartina.TV,USA,SVOD subscribers,2021-06-30,34560,,,
Kartina.TV,USA,SVOD subscribers,2021-09-30,37440,,,
Kartina.TV,USA,SVOD subscribers,2021-12-31,40320,,,
Kartina.TV,USA,SVOD subscribers,2022-03-31,43200,,,
Kartina.TV,USA,SVOD subscribers,2022-06-30,46080,,,
Kartina.TV,USA,SVOD subscribers,2022-09-30,48384,,,
Kartina.TV,USA,SVOD subscribers,2022-12-31,50803,,,
Frndly TV,USA,SVOD subscribers,2021-03-31,470000,,,
Frndly TV,USA,SVOD subscribers,2021-06-30,500000,,,
Frndly TV,USA,SVOD subscribers,2021-09-30,531915,,,
Frndly TV,USA,SVOD subscribers,2021-12-31,565867,,,
Frndly TV,USA,SVOD subscribers,2022-03-31,601986,,,
Frndly TV,USA,SVOD subscribers,2022-06-30,640411,,,
Frndly TV,USA,SVOD subscribers,2022-09-30,681288,,,
Frndly TV,USA,SVOD subscribers,2022-12-31,724774,,,
Fox Nation,USA,SVOD subscribers,2021-03-31,210000,,,
Fox Nation,USA,SVOD subscribers,2021-06-30,283500,,,
Fox Nation,USA,SVOD subscribers,2021-09-30,382725,,,
Fox Nation,USA,SVOD subscribers,2021-12-31,516679,,,
Fox Nation,USA,SVOD subscribers,2022-03-31,697516,,,
Fox Nation,USA,SVOD subscribers,2022-06-30,941647,,,
Fox Nation,USA,SVOD subscribers,2022-09-30,1104750,,,
Fox Nation,USA,SVOD subscribers,2022-12-31,1204178,,,
Vidgo,USA,SVOD subscribers,2021-03-31,30000,,,
Vidgo,USA,SVOD subscribers,2021-06-30,65000,,,
Vidgo,USA,SVOD subscribers,2021-09-30,71500,,,
Vidgo,USA,SVOD subscribers,2021-12-31,64350,,,
Vidgo,USA,SVOD subscribers,2022-03-31,54698,,,
Vidgo,USA,SVOD subscribers,2022-06-30,46493,,,
Vidgo,USA,SVOD subscribers,2022-09-30,53467,,,
Vidgo,USA,SVOD subscribers,2022-12-31,61487,,,
WOW Presents Plus,USA,SVOD subscribers,2021-03-31,48593,,,
WOW Presents Plus,USA,SVOD subscribers,2021-06-30,34015,,,
WOW Presents Plus,USA,SVOD subscribers,2021-09-30,34866,,,
WOW Presents Plus,USA,SVOD subscribers,2021-12-31,35737,,,
WOW Presents Plus,USA,SVOD subscribers,2022-03-31,36631,,,
WOW Presents Plus,USA,SVOD subscribers,2022-06-30,37547,,,
WOW Presents Plus,USA,SVOD subscribers,2022-09-30,38485,,,
WOW Presents Plus,USA,SVOD subscribers,2022-12-31,39447,,,
TVPlayer USA,USA,SVOD subscribers,2021-06-30,15000,,,
TVPlayer USA,USA,SVOD subscribers,2021-09-30,19500,,,
TVPlayer USA,USA,SVOD subscribers,2021-12-31,23400,,,
TVPlayer USA,USA,SVOD subscribers,2022-03-31,28080,,,
TVPlayer USA,USA,SVOD subscribers,2022-06-30,33696,,,
TVPlayer USA,USA,SVOD subscribers,2022-09-30,40435,,,
TVPlayer USA,USA,SVOD subscribers,2022-12-31,48522,,,
Struum,USA,SVOD subscribers,2021-06-30,183504,,,
Struum,USA,SVOD subscribers,2021-09-30,201854,,,
Struum,USA,SVOD subscribers,2021-12-31,211947,,,
Struum,USA,SVOD subscribers,2022-03-31,222544,,,
Struum,USA,SVOD subscribers,2022-06-30,233672,,,
Struum,USA,SVOD subscribers,2022-09-30,245355,,,
Struum,USA,SVOD subscribers,2022-12-31,257623,,,
France channel,USA,SVOD subscribers,2021-06-30,5280,,,
France channel,USA,SVOD subscribers,2021-09-30,10560,,,
France channel,USA,SVOD subscribers,2021-12-31,13200,,,
France channel,USA,SVOD subscribers,2022-03-31,15840,,,
France channel,USA,SVOD subscribers,2022-06-30,18480,,,
France channel,USA,SVOD subscribers,2022-09-30,21120,,,
France channel,USA,SVOD subscribers,2022-12-31,23760,,,
The Criterion Channel,USA,SVOD subscribers,2022-03-31,50453,,,
The Criterion Channel,USA,SVOD subscribers,2022-06-30,54489,,,
The Criterion Channel,USA,SVOD subscribers,2022-09-30,58849,,,
The Criterion Channel,USA,SVOD subscribers,2022-12-31,63557,,,
The Criterion Channel,USA,SVOD subscribers,2021-03-31,36575,,,
The Criterion Channel,USA,SVOD subscribers,2021-06-30,39867,,,
The Criterion Channel,USA,SVOD subscribers,2021-09-30,43256,,,
The Criterion Channel,USA,SVOD subscribers,2021-12-31,46716,,,
Curia,USA,SVOD subscribers,2021-09-30,5000,,,
Curia,USA,SVOD subscribers,2021-12-31,7000,,,
Curia,USA,SVOD subscribers,2022-03-31,9450,,,
Curia,USA,SVOD subscribers,2022-06-30,12758,,,
Curia,USA,SVOD subscribers,2022-09-30,15947,,,
Curia,USA,SVOD subscribers,2022-12-31,19934,,,
Film Movement PLus,USA,SVOD subscribers,2021-03-31,31665,,,
Film Movement PLus,USA,SVOD subscribers,2021-06-30,28498,,,
Film Movement PLus,USA,SVOD subscribers,2021-09-30,29923,,,
Film Movement PLus,USA,SVOD subscribers,2021-12-31,31419,,,
Film Movement PLus,USA,SVOD subscribers,2022-03-31,32990,,,
Film Movement PLus,USA,SVOD subscribers,2022-06-30,34640,,,
Film Movement PLus,USA,SVOD subscribers,2022-09-30,36372,,,
Film Movement PLus,USA,SVOD subscribers,2022-12-31,38191,,,
Flix Premiere,USA,SVOD subscribers,2021-03-31,73818,,,
Flix Premiere,USA,SVOD subscribers,2021-06-30,62745,,,
Flix Premiere,USA,SVOD subscribers,2021-09-30,65882,,,
Flix Premiere,USA,SVOD subscribers,2021-12-31,69176,,,
Flix Premiere,USA,SVOD subscribers,2022-03-31,72635,,,
Flix Premiere,USA,SVOD subscribers,2022-06-30,76267,,,
Flix Premiere,USA,SVOD subscribers,2022-09-30,80080,,,
Flix Premiere,USA,SVOD subscribers,2022-12-31,84084,,,
Magellan TV Now,USA,SVOD subscribers,2021-09-30,38661,,,
Magellan TV Now,USA,SVOD subscribers,2021-12-31,41561,,,
Magellan TV Now,USA,SVOD subscribers,2022-03-31,44678,,,
Magellan TV Now,USA,SVOD subscribers,2022-06-30,48029,,,
Magellan TV Now,USA,SVOD subscribers,2022-09-30,51631,,,
Magellan TV Now,USA,SVOD subscribers,2022-12-31,55503,,,
Magellan TV Now,USA,SVOD subscribers,2021-03-31,33455,,,
Magellan TV Now,USA,SVOD subscribers,2021-06-30,35964,,,
Metrograph,USA,SVOD subscribers,2021-03-31,17175,,,
Metrograph,USA,SVOD subscribers,2021-06-30,21468,,,
Metrograph,USA,SVOD subscribers,2021-09-30,25257,,,
Metrograph,USA,SVOD subscribers,2021-12-31,28063,,,
Metrograph,USA,SVOD subscribers,2022-03-31,29467,,,
Metrograph,USA,SVOD subscribers,2022-06-30,30940,,,
Metrograph,USA,SVOD subscribers,2022-09-30,32487,,,
Metrograph,USA,SVOD subscribers,2022-12-31,34111,,,
Night Flight Plus,USA,SVOD subscribers,2021-03-31,7664,,,
Night Flight Plus,USA,SVOD subscribers,2021-06-30,7549,,,
Night Flight Plus,USA,SVOD subscribers,2021-09-30,7436,,,
Night Flight Plus,USA,SVOD subscribers,2021-12-31,7324,,,
Night Flight Plus,USA,SVOD subscribers,2022-03-31,7215,,,
Night Flight Plus,USA,SVOD subscribers,2022-06-30,7106,,,
Night Flight Plus,USA,SVOD subscribers,2022-09-30,7000,,,
Night Flight Plus,USA,SVOD subscribers,2022-12-31,6895,,,
OVID,USA,SVOD subscribers,2021-03-31,1400,,,
OVID,USA,SVOD subscribers,2021-06-30,1522,,,
OVID,USA,SVOD subscribers,2021-09-30,1638,,,
OVID,USA,SVOD subscribers,2021-12-31,1740,,,
OVID,USA,SVOD subscribers,2022-03-31,1839,,,
OVID,USA,SVOD subscribers,2022-06-30,1944,,,
OVID,USA,SVOD subscribers,2022-09-30,2055,,,
OVID,USA,SVOD subscribers,2022-12-31,2173,,,
Retrocrush,USA,SVOD subscribers,2021-03-31,24218,,,
Retrocrush,USA,SVOD subscribers,2021-06-30,26182,,,
